# TOPAS Version: 3.7.p1_expanded
# Parameter File: Complex.txt
# Results for scorer DoseAtPhantom2
# Scored in component: Phantom2
# X in 2 bins of 10 cm
# Y in 2 bins of 10 cm
# Z in 1 bin  of 20 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 9.138428729016379e-12
0, 1, 0, 6.291658166679426e-11
1, 0, 0, 1.662326006013348e-11
1, 1, 0, 2.692310957508326e-11
