# TOPAS Version: 3.8_expanded
# Parameter File: EnergyDepositBinnedByEnergy.txt
# Results for scorer: Case1BinnedByIncidentTrackEnergy
# Scored in component: Phantom
# EnergyDeposit ( MeV ) : Sum   
# Binned by incident track energy in 4 bins of 50 MeV from 0 MeV to 200 MeV
# First bin is underflow, next to last bin is overflow, last bin is for case of no incident track.
0, 0, 0, 0, 175, 0, 0
