# TOPAS Version: 3.7.p1_expanded
# Parameter File: EnergyDepositBinnedByEnergy.txt
# Results for scorer: Case3BinnedByPrimaryTrackEnergy
# Scored in component: Phantom
# EnergyDeposit ( MeV ) : Sum   
# Binned by primary track energy in 4 bins of 50 MeV from 0 MeV to 200 MeV
# First bin is underflow, next to last bin is overflow.
0, 0, 0, 0, 175, 0
