# TOPAS Version: 3.9
# Parameter File: SplitByTimeFeature.txt
# Results for scorer: DoseAtPhantom-lung3
# Scored in component: Phantom
# DoseToMedium ( Gy ) : Sum   
6.525050139961908e-13
