# TOPAS Version: 3.9
# Parameter File: Ion.txt
# Results for scorer: IonsWithWildCards
# Filtered by: OnlyIncludeParticlesNamed = 1 "GenericIon(6,*,*)"
# Scored in component: Phantom
# EnergyDeposit ( MeV ) : Mean   Count_in_Bin   Standard_Deviation   
99.89119873860781, 10000, 2.734564843655054
