# TOPAS Version: 3.7.p1_expanded
# Parameter File: ParallelBoxRebinned.txt
# Results for scorer Score3by4by5
# Scored in component: ParallelWorldBox
# X in 3 bins of 4 cm
# Y in 4 bins of 2.5 cm
# Z in 5 bins of 1.6 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 0
0, 0, 1, 4.196143085777315e-11
0, 0, 2, 9.426712188620456e-11
0, 0, 3, 4.50067622059791e-11
0, 0, 4, 0
0, 1, 0, 4.502077530221804e-11
0, 1, 1, 1.049338879677286e-10
0, 1, 2, 2.521477748818057e-10
0, 1, 3, 7.461199713620914e-11
0, 1, 4, 5.326455249088369e-11
0, 2, 0, 2.524787497126812e-11
0, 2, 1, 6.714511585625971e-11
0, 2, 2, 3.017628091850355e-10
0, 2, 3, 2.398812572190767e-11
0, 2, 4, 0
0, 3, 0, 2.661573461626432e-10
0, 3, 1, 1.187536874391881e-11
0, 3, 2, 7.54236950673004e-11
0, 3, 3, 0
0, 3, 4, 0
1, 0, 0, 2.269496257589765e-10
1, 0, 1, 2.058702930352041e-10
1, 0, 2, 4.133569528330661e-11
1, 0, 3, 2.189023406984347e-10
1, 0, 4, 3.129161374459954e-10
1, 1, 0, 1.884596034784636e-09
1, 1, 1, 1.476112121423512e-09
1, 1, 2, 9.980140047716191e-10
1, 1, 3, 9.041634663198295e-10
1, 1, 4, 1.707483598956117e-09
1, 2, 0, 1.167256735712385e-09
1, 2, 1, 1.895155588016451e-09
1, 2, 2, 1.18047449593206e-09
1, 2, 3, 1.710208086258547e-09
1, 2, 4, 1.439646402090489e-09
1, 3, 0, 7.043406656526141e-12
1, 3, 1, 2.034019654095776e-11
1, 3, 2, 1.256182796671723e-10
1, 3, 3, 6.888471737465096e-11
1, 3, 4, 9.973188941359012e-11
2, 0, 0, 0
2, 0, 1, 2.259055095765738e-11
2, 0, 2, 3.168736453784682e-11
2, 0, 3, 8.250046479307827e-12
2, 0, 4, 0
2, 1, 0, 2.423813649787832e-10
2, 1, 1, 6.08292083370543e-10
2, 1, 2, 1.217341366599456e-10
2, 1, 3, 1.789879217062307e-10
2, 1, 4, 4.235053627232865e-11
2, 2, 0, 9.562279440489263e-11
2, 2, 1, 1.848938224746632e-10
2, 2, 2, 1.3810477761389e-10
2, 2, 3, 1.643283148444752e-10
2, 2, 4, 7.404080126782731e-11
2, 3, 0, 2.152369601993165e-11
2, 3, 1, 0
2, 3, 2, 2.35925046859764e-11
2, 3, 3, 0
2, 3, 4, 0
