# TOPAS Version: 3.8_expanded
# Parameter File: DoseToMediumVsWater.txt
# Results for scorer: 2WaterBoxDoseToWater
# Scored in component: WaterBox
# DoseToWater ( Gy ) : Sum   
2.854709741165196e-13
