# TOPAS Version: 3.7.p1_expanded
# Parameter File: ParallelBoxRebinned.txt
# Results for scorer: Score4by5by6
# Filtered by: OnlyIncludeParticlesFromProcess = 1 "hIoni"
# Scored in component: ParallelWorldBox
# X in 4 bins of 3 cm
# Y in 5 bins of 2 cm
# Z in 6 bins of 1.33333 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 0
0, 0, 1, 0
0, 0, 2, 0
0, 0, 3, 0
0, 0, 4, 0
0, 0, 5, 0
0, 1, 0, 0
0, 1, 1, 0
0, 1, 2, 0
0, 1, 3, 0
0, 1, 4, 0
0, 1, 5, 0
0, 2, 0, 0
0, 2, 1, 0
0, 2, 2, 8.194642880932079e-11
0, 2, 3, 0
0, 2, 4, 0
0, 2, 5, 0
0, 3, 0, 0
0, 3, 1, 0
0, 3, 2, 1.101676250225836e-10
0, 3, 3, 6.711063649245119e-11
0, 3, 4, 0
0, 3, 5, 0
0, 4, 0, 0
0, 4, 1, 0
0, 4, 2, 0
0, 4, 3, 5.819053919275952e-11
0, 4, 4, 1.057734594356319e-10
0, 4, 5, 5.341794367952346e-11
1, 0, 0, 6.30599739093185e-11
1, 0, 1, 6.762543997007597e-11
1, 0, 2, 0
1, 0, 3, 0
1, 0, 4, 0
1, 0, 5, 0
1, 1, 0, 8.816079533069399e-10
1, 1, 1, 8.824086461522995e-10
1, 1, 2, 8.98806862270618e-10
1, 1, 3, 7.905524013196441e-10
1, 1, 4, 9.306500015071606e-10
1, 1, 5, 8.99091301409527e-10
1, 2, 0, 1.400239812987536e-09
1, 2, 1, 1.856743536698957e-09
1, 2, 2, 1.688108430819568e-09
1, 2, 3, 1.530275794969782e-09
1, 2, 4, 2.588238068312876e-09
1, 2, 5, 1.835182561471527e-09
1, 3, 0, 4.546529541737954e-10
1, 3, 1, 3.687153082854167e-10
1, 3, 2, 8.601708789690576e-10
1, 3, 3, 2.941906440678821e-10
1, 3, 4, 8.815228547121023e-10
1, 3, 5, 1.888183220888351e-10
1, 4, 0, 5.54077478343018e-11
1, 4, 1, 3.570934173358076e-11
1, 4, 2, 2.829962826578214e-11
1, 4, 3, 2.837589364867998e-11
1, 4, 4, 5.355040195997862e-12
1, 4, 5, 9.118147209496996e-11
2, 0, 0, 0
2, 0, 1, 0
2, 0, 2, 2.397546050580956e-10
2, 0, 3, 3.799994485742531e-10
2, 0, 4, 1.268298660539458e-10
2, 0, 5, 0
2, 1, 0, 6.29599261614544e-10
2, 1, 1, 6.060824064846315e-10
2, 1, 2, 6.343266467645492e-10
2, 1, 3, 7.676410618273621e-10
2, 1, 4, 1.168361296599585e-09
2, 1, 5, 1.255854531478917e-09
2, 2, 0, 1.703984398027103e-09
2, 2, 1, 1.916464320572686e-09
2, 2, 2, 1.129565774249386e-09
2, 2, 3, 1.287618567324955e-09
2, 2, 4, 1.315287545544663e-09
2, 2, 5, 2.30465868611418e-09
2, 3, 0, 9.392105981831378e-10
2, 3, 1, 3.04793662531111e-10
2, 3, 2, 5.014537673986297e-10
2, 3, 3, 1.574138180915341e-10
2, 3, 4, 1.468549282179765e-09
2, 3, 5, 5.142767323107478e-10
2, 4, 0, 0
2, 4, 1, 1.148154835095561e-10
2, 4, 2, 1.007203556668834e-10
2, 4, 3, 0
2, 4, 4, 0
2, 4, 5, 0
3, 0, 0, 0
3, 0, 1, 0
3, 0, 2, 5.476586406594208e-10
3, 0, 3, 0
3, 0, 4, 0
3, 0, 5, 0
3, 1, 0, 0
3, 1, 1, 6.339279795541941e-11
3, 1, 2, 1.229609469799442e-10
3, 1, 3, 7.803863111277565e-11
3, 1, 4, 3.352516181331922e-12
3, 1, 5, 0
3, 2, 0, 0
3, 2, 1, 0
3, 2, 2, 0
3, 2, 3, 0
3, 2, 4, 0
3, 2, 5, 0
3, 3, 0, 0
3, 3, 1, 0
3, 3, 2, 0
3, 3, 3, 0
3, 3, 4, 0
3, 3, 5, 0
3, 4, 0, 0
3, 4, 1, 0
3, 4, 2, 0
3, 4, 3, 0
3, 4, 4, 0
3, 4, 5, 0
