# TOPAS Version: 3.8.p1_expanded
# Parameter File: Filters.txt
# Results for scorer: OnlyIncludeIfParticleOrAncestorNotNamed
# Filtered by: OnlyIncludeIfParticleOrAncestorNotNamed = 1 "proton"
# Scored on surface: Box/ZPlusSurface
# SurfaceTrackCount : Sum   
0
