# TOPAS Version: 3.9
# Parameter File: DoseToMediumVsWater.txt
# Results for scorer: 1WaterBoxDoseToMedium
# Scored in component: WaterBox
# DoseToMedium ( Gy ) : Sum   
2.854709741165196e-13
