# TOPAS Version: 3.7.p1_expanded
# Parameter File: EnergyDepositBinnedByEnergy.txt
# Results for scorer: Case2BinnedByIncidentPreStepEnergy
# Scored in component: Phantom
# EnergyDeposit ( MeV ) : Sum   
# Binned by pre-step energy in 4 bins of 50 MeV from 0 MeV to 200 MeV
# First bin is underflow, last bin is overflow.
0, 63.46100616455078, 45.43647766113281, 45.54811096191406, 20.55440330505371, 0
