# TOPAS Version: 3.7.p1_expanded
# Parameter File: FilterByInteractionCount.txt
# Results for scorer: InteractionCountEqual2
# Filtered by: OnlyIncludeParticlesWithInteractionCount = 2
# Scored in component: Phantom
# EnergyDeposit ( MeV ) : Sum   
0.1452472805976868
