# TOPAS Version: 3.8_expanded
# Parameter File: Filters.txt
# Results for scorer: OnlyIncludeIfParticleNotInteractedInComponentOrSubComponentsOf
# Filtered by: OnlyIncludeIfParticleNotInteractedInComponentOrSubComponentsOf = 2 "World" "Foil"
# Scored on surface: Box/ZPlusSurface
# SurfaceTrackCount : Sum   
0
