# TOPAS Version: 3.9_expanded
# Parameter File: DoseToMediumVsWater.txt
# Results for scorer: 4WaterBoxDoseToMaterialLead
# Scored in component: WaterBox
# DoseToMaterial ( Gy ) : Sum   
1.564963436617717e-13
