# TOPAS Version: 3.8_expanded
# Parameter File: DoseToMediumVsWater.txt
# Results for scorer: 8LeadBoxDoseToMaterialLead
# Scored in component: LeadBox
# DoseToMaterial ( Gy ) : Sum   
5.830852294053113e-12
